% data_file
@RELATION entity

@attribute Checked {Yes,No,Y,N}
@attribute Sentence string
@attribute Marked {Y,N}
@attribute By string
@attribute Speaker string
@attribute Party {R,D}
@attribute DebateId numeric
@attribute ID numeric
@attribute Id_1 numeric
@ATTRIBUTE entype_PERSON NUMERIC
@ATTRIBUTE entype_LOCATION NUMERIC
@ATTRIBUTE entype_ORGANIZATION NUMERIC
@ATTRIBUTE entype_MISC NUMERIC
@ATTRIBUTE entype_MONEY NUMERIC
@ATTRIBUTE entype_NUMBER NUMERIC
@ATTRIBUTE entype_ORDINAL NUMERIC
@ATTRIBUTE entype_PERCENT NUMERIC
@ATTRIBUTE entype_DATE NUMERIC
@ATTRIBUTE entype_TIME NUMERIC
@ATTRIBUTE entype_DURATION NUMERIC
@ATTRIBUTE entype_SET NUMERIC
@ATTRIBUTE class_label_1 {0, 1}

@DATA
No,'Under that theory, not only would I be disqualified, Marco Rubio would be disqualified, Bobby Jindal would be disqualified and, interestingly enough, Donald J. Trump would be disqualified.',?,None,CRUZ,R,4,101,0,7,0,0,0,0,0,0,0,0,0,0,0,0
No,'Because -- because Donald\'s mother was born in Scotland.',?,None,CRUZ,R,4,104,0,1,1,0,0,0,0,0,0,0,0,0,0,0
No,'She was naturalized.',?,None,CRUZ,R,4,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Now, Donald...',?,None,CRUZ,R,4,104,2,1,0,0,0,0,0,0,0,1,0,0,0,0
No,'But I was born here.',?,None,TRUMP,R,4,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'... on the issue -- on the issue of citizenship, Donald...',?,None,CRUZ,R,4,106,0,1,0,0,0,0,0,0,0,0,0,0,0,0
No,(inaudible).,?,None,TRUMP,R,4,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Big difference.',?,None,TRUMP,R,4,107,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'... on the issue of citizenship, Donald, I\'m not going to use your mother\'s birth against you.',?,None,CRUZ,R,4,108,0,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'OK, good.',?,None,TRUMP,R,4,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Because it wouldn\'t work.',?,None,TRUMP,R,4,109,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'You\'re an American, as is everybody else on this stage, and I would suggest we focus on who\'s best prepared to be commander- in-chief, because that\'s the most important question facing the country.',?,None,CRUZ,R,4,110,0,0,0,0,1,0,0,0,0,0,0,0,0,0
No,'... first of all, let me just tell you something -- and you know, because you just saw the numbers yourself -- NBC Wall Street Journal just came out with a poll -- headline: Trump way up, Cruz going down.',?,None,TRUMP,R,4,115,0,2,0,4,0,0,0,1,0,0,0,0,0,0
No,'I mean, so don\'t -- so you can\'t -- you can\'t...',?,None,TRUMP,R,4,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'... they don\'t like the Wall Street Journal.',?,None,TRUMP,R,4,117,0,0,0,3,0,0,0,0,0,0,0,0,0,0
No,'They don\'t like NBC, but I like the poll.',?,None,TRUMP,R,4,117,1,0,0,1,0,0,0,0,0,0,0,0,0,0
No,'And frankly, it just came out, and in Iowa now, as you know, Ted, in the last three polls, I\'m beating you.',?,None,TRUMP,R,4,119,0,1,1,0,0,0,1,0,0,1,0,0,0,0
No,'So -- you know, you shouldn\'t misrepresent how well you\'re doing with the polls.',?,None,TRUMP,R,4,119,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'You don\'t have to say that.',?,None,TRUMP,R,4,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'In fact, I was all for you until you started doing that, because that\'s a misrepresentation, number one.',?,None,TRUMP,R,4,121,1,0,0,0,0,0,1,0,0,0,0,0,0,0
No,'Number two, this isn\'t me saying it.',?,None,TRUMP,R,4,122,0,0,0,0,0,0,1,0,0,0,0,0,0,0
No,'I don\'t care.',?,None,TRUMP,R,4,122,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I think I\'m going to win fair and square (inaudible) to win this way.',?,None,TRUMP,R,4,122,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Thank you.',?,None,TRUMP,R,4,122,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Lawrence Tribe and (inaudible) from Harvard -- of Harvard, said that there is a serious question as to whether or not Ted can do this.',?,None,TRUMP,R,4,123,0,2,0,2,0,0,0,0,0,0,0,0,0,0
No,OK?,?,None,TRUMP,R,4,123,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'There are other attorneys that feel, and very, very fine constitutional attorneys, that feel that because he was not born on the land, he cannot run for office.',?,None,TRUMP,R,4,123,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Here\'s the problem.',?,None,TRUMP,R,4,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We\'re running.',?,None,TRUMP,R,4,124,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We\'re running.',?,None,TRUMP,R,4,124,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'He does great.',?,None,TRUMP,R,4,124,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I win.',?,None,TRUMP,R,4,124,4,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I choose him as my vice presidential candidate, and the Democrats sue because we can\'t take him along for the ride.',?,None,TRUMP,R,4,124,5,0,0,0,1,0,0,0,0,0,0,0,0,0
No,'I don\'t like that.',?,None,TRUMP,R,4,124,6,0,0,0,0,0,0,0,0,0,0,0,0,0
No,OK?,?,None,TRUMP,R,4,124,7,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'The fact is -- and if for some reason he beats the rest of the field, he beats the rest of the field (inaudible).',?,None,TRUMP,R,4,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'See, they don\'t like that.',?,None,TRUMP,R,4,126,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'They don\'t like that.',?,None,TRUMP,R,4,126,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'No, they don\'t like he beats the rest of the field, because they want me.',?,None,TRUMP,R,4,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'But -- if for some reason, Neil, he beats the rest of the field, I already know the Democrats are going to be bringing a suit.',?,None,TRUMP,R,4,130,0,1,0,0,1,0,0,0,0,0,0,0,0,0
No,'You have a big lawsuit over your head while you\'re running.',?,None,TRUMP,R,4,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And if you become the nominee, who the hell knows if you can even serve in office?',?,None,TRUMP,R,4,130,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'So you should go out, get a declaratory judgment, let the courts decide.',?,None,TRUMP,R,4,130,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And you shouldn\'t have mentioned the polls because I would have been much...',?,None,TRUMP,R,4,130,4,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Because now he\'s going a little bit better.',?,None,TRUMP,R,4,133,0,0,0,0,0,0,0,0,0,1,0,0,0,0
No,'No, I didn\'t care (inaudible).',?,None,TRUMP,R,4,133,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'It\'s true.',?,None,TRUMP,R,4,133,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'No, it\'s true.',?,None,TRUMP,R,4,133,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Hey look, he never had a chance.',?,None,TRUMP,R,4,133,4,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Now, he\'s doing better.',?,None,TRUMP,R,4,133,5,0,0,0,0,0,0,0,0,1,0,0,0,0
No,'He\'s got probably a four or five percent chance.',?,None,TRUMP,R,4,133,6,0,0,0,0,0,1,0,2,0,0,0,0,0
No,Neil...,?,None,CRUZ,R,4,136,0,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'The fact is, there is a big overhang.',?,None,TRUMP,R,4,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'There\'s a big question mark on your head.',?,None,TRUMP,R,4,138,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And you can\'t do that to the party.',?,None,TRUMP,R,4,138,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'You really can\'t.',?,None,TRUMP,R,4,138,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'You can\'t do that to the party.',?,None,TRUMP,R,4,138,4,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'You have to have certainty.',?,None,TRUMP,R,4,138,5,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Even if it was a one percent chance, and it\'s far greater than one percent because (inaudible).',?,None,TRUMP,R,4,138,6,0,0,0,0,0,0,0,4,0,0,0,0,0
No,'I mean, you have great constitutional lawyers that say you can\'t run.',?,None,TRUMP,R,4,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'If there was a -- and you know I\'m not bringing a suit.',?,None,TRUMP,R,4,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I promise.',?,None,TRUMP,R,4,139,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'But the Democrats are going to bring a lawsuit, and you have to have certainty.',?,None,TRUMP,R,4,139,3,0,0,0,1,0,0,0,0,0,0,0,0,0
No,'You can\'t have a question.',?,None,TRUMP,R,4,139,4,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I can agree with you or not, but you can\'t have a question over your head.',?,None,TRUMP,R,4,139,5,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Well, listen, I\'ve spent my entire life defending the Constitution before the U.S. Supreme Court.',?,None,CRUZ,R,4,141,0,0,0,3,0,0,0,0,0,0,0,0,0,0
No,'And I\'ll tell you, I\'m not going to be taking legal advice from Donald Trump.',?,None,CRUZ,R,4,141,1,2,0,0,0,0,0,0,0,0,0,0,0,0
No,'You don\'t have to.',?,None,TRUMP,R,4,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Take it from Lawrence Tribe.',?,None,TRUMP,R,4,142,1,2,0,0,0,0,0,0,0,0,0,0,0,0
No,'Take it from your professors...',?,None,TRUMP,R,4,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'The chances of any litigation proceeding and succeeding on this are zero.',?,None,CRUZ,R,4,147,0,0,0,0,0,0,1,0,0,0,0,0,0,0
No,'And Mr. Trump is very focused...',?,None,CRUZ,R,4,147,1,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'He\'s wrong.',?,None,TRUMP,R,4,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'He\'s wrong.',?,None,TRUMP,R,4,148,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'... on Larry Tribe.',?,None,CRUZ,R,4,149,0,2,0,0,0,0,0,0,0,0,0,0,0,0
No,'Let me tell you who Larry Tribe is.',?,None,CRUZ,R,4,149,1,2,0,0,0,0,0,0,0,0,0,0,0,0
No,'He\'s a left-wing judicial activist, Harvard Law professor who was Al Gore\'s lawyer in Bush versus Gore.',?,None,CRUZ,R,4,149,2,4,0,2,0,0,0,0,0,0,0,0,0,0
No,'He\'s a major Hillary Clinton supporter.',?,None,CRUZ,R,4,149,3,2,0,0,0,0,0,0,0,0,0,0,0,0
No,'And there\'s a reason why Hillary\'s supporters are echoing Donald\'s attacks on me, because Hillary...',?,None,CRUZ,R,4,149,4,3,0,0,0,0,0,0,0,0,0,0,0,0
No,'He is not the only one.',?,None,TRUMP,R,4,150,0,0,0,0,0,0,1,0,0,0,0,0,0,0
No,'... wants to face Donald Trump in the general election.',?,None,CRUZ,R,4,151,0,2,0,0,0,0,0,0,0,0,0,0,0,0
No,'There are many lawyers.',?,None,TRUMP,R,4,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And I\'ll tell you what, Donald, you -- you very kindly just a moment ago offered me the V.P.',?,None,CRUZ,R,4,153,0,1,0,0,0,0,0,0,0,0,0,0,0,0
No,slot.,?,None,CRUZ,R,4,153,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'(LAUGHTER) I\'ll tell you what.',?,None,CRUZ,R,4,154,0,0,0,0,1,0,0,0,0,0,0,0,0,0
No,'If this all works out, I\'m happy to consider naming you as V.P.',?,None,CRUZ,R,4,154,1,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'So if you happen to be right, you could get the top job at the end of the day.',?,None,CRUZ,R,4,154,2,0,0,0,0,0,0,0,0,5,0,0,0,0
No,'No -- no...',?,None,TRUMP,R,4,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,...,?,None,TRUMP,R,4,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I think if it doesn\'t...',?,None,TRUMP,R,4,157,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I like that.',?,None,TRUMP,R,4,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I like it.',?,None,TRUMP,R,4,159,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I\'d consider it.',?,None,TRUMP,R,4,159,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'But I think I\'ll go back to building buildings if it doesn\'t work out.',?,None,TRUMP,R,4,159,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Actually, I\'d love to get you to build a wall.',?,None,CRUZ,R,4,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I have a feeling it\'s going to work out, actually.',?,None,TRUMP,R,4,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Let me (inaudible).',?,None,RUBIO,R,4,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I was invoked in that question, so let me just say -- in that answer -- let me say, the real question here, I hate to interrupt this episode of Court TV.',?,None,RUBIO,R,4,164,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'But the real -- but I think we have to get back to what this election has to be about.',?,None,RUBIO,R,4,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,OK?,?,None,RUBIO,R,4,166,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Listen, we -- this is the greatest country in the history of mankind.',?,None,RUBIO,R,4,166,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'But in 2008, we elected a president that didn\'t want to fix America.',?,None,RUBIO,R,4,166,3,0,1,0,0,0,0,0,0,1,0,0,0,0
No,'He wants to change America.',?,None,RUBIO,R,4,166,4,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'We elected a president that doesn\'t believe in the Constitution.',?,None,RUBIO,R,4,166,5,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'He undermines it.',?,None,RUBIO,R,4,166,6,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We elected a president that is weakening America on the global stage.',?,None,RUBIO,R,4,166,7,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'We elected a president that doesn\'t believe in the free enterprise system.',?,None,RUBIO,R,4,166,8,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'This election has to be about reversing all of that damage.',?,None,RUBIO,R,4,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'That\'s why I\'m running for office because when I become president of the United States, on my first day in office we are going to repeal every single one of his unconstitutional executive orders.',?,None,RUBIO,R,4,167,1,0,2,0,0,0,1,0,0,2,0,0,0,0
No,'When I\'m president of the United States we are getting rid of Obamacare and we are rebuilding our military.',?,None,RUBIO,R,4,167,2,0,2,0,0,0,0,0,0,0,0,0,0,0
No,'And when I\'m president, we\'re not just going to have a president that gives a State of the Union and says America is the greatest country in the world.',?,None,RUBIO,R,4,167,3,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'When I\'m president, we\'re going to have a president that acts like it.',?,None,RUBIO,R,4,167,4,0,0,0,0,0,0,0,0,0,0,0,0,0
No,Okay.,?,None,TRUMP,R,4,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'First of all, Nikki this afternoon said I\'m a friend of hers.',?,None,TRUMP,R,4,172,1,1,0,0,0,0,0,1,0,0,2,0,0,0
No,'Actually a close friend.',?,None,TRUMP,R,4,172,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And wherever you are sitting Nikki, I\'m a friend.',?,None,TRUMP,R,4,172,3,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'We\'re friends.',?,None,TRUMP,R,4,172,4,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'That\'s good.',?,None,TRUMP,R,4,172,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,'But she did say there was anger.',N,pbs.org,TRUMP,R,4,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,'And I could say, oh, I\'m not angry.',N,pbs.org,TRUMP,R,4,174,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,'I\'m very angry because our country is being run horribly and I will gladly accept the mantle of anger.',N,pbs.org,TRUMP,R,4,174,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,'Our military is a disaster.',Y,pbs.org,TRUMP,R,4,174,3,0,0,0,0,0,0,0,0,0,0,0,0,1
No,'Our healthcare is a horror show.',?,None,TRUMP,R,4,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Obamacare, we\'re going to repeal it and replace it.',?,None,TRUMP,R,4,176,1,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'We have no borders.',?,None,TRUMP,R,4,176,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Our vets are being treated horribly.',?,None,TRUMP,R,4,176,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Illegal immigration is beyond belief.',?,None,TRUMP,R,4,176,4,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Our country is being run by incompetent people.',?,None,TRUMP,R,4,176,5,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And yes, I am angry.',?,None,TRUMP,R,4,176,6,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And I won\'t be angry when we fix it, but until we fix it, I\'m very, very angry.',?,None,TRUMP,R,4,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And I say that to Nikki.',?,None,TRUMP,R,4,178,1,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'So when Nikki said that, I wasn\'t offended.',?,None,TRUMP,R,4,178,2,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'She said the truth.',?,None,TRUMP,R,4,178,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'One of your colleagues interviewed me.',?,None,TRUMP,R,4,179,0,0,0,0,0,0,1,0,0,0,0,0,0,0
No,'And said, well, she said you were angry and I said to myself, huh, she\'s right.',?,None,TRUMP,R,4,179,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I\'m not fighting that.',?,None,TRUMP,R,4,179,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I didn\'t find it offensive at all.',?,None,TRUMP,R,4,179,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I\'m angry because our country is a mess.',?,None,TRUMP,R,4,179,4,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'You know, as I said already twice in this debate, we have a very serious problem in this country.',?,None,RUBIO,R,4,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We have a president of the United States that is undermining this country\'s security and expanding the role of...',?,None,RUBIO,R,4,186,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Yes,'Well, I am going to answer your question, Neil.',N,pbs.org,RUBIO,R,4,188,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Yes,'He is -- this president is undermining the constitutional basis of this government.',N,pbs.org,RUBIO,R,4,188,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,'This president is undermining our military.',Y,pbs.org,RUBIO,R,4,188,2,0,0,0,0,0,0,0,0,0,0,0,0,1
Yes,'He is undermining our standing in the world.',N,pbs.org,RUBIO,R,4,188,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,'I like Chris Christie, but we can not afford to have a president of the United States that supports Common Core.',N,pbs.org,RUBIO,R,4,188,4,2,2,0,0,0,0,0,0,0,0,0,0,0
No,'We can not afford to have a president of the United States that supports gun control.',?,None,RUBIO,R,4,190,0,0,2,0,0,0,0,0,0,0,0,0,0,0
No,'This president, this president is more interested in funding -- less interested in funding the military, than he is in funding planned -- he\'s more interested in funding Planned Parenthood than he is in funding the military.',?,None,RUBIO,R,4,190,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Chris Christie wrote a check to Planned Parenthood.',?,None,RUBIO,R,4,191,0,2,0,0,0,0,0,0,0,0,0,0,0,0
No,'All I\'m saying is our next president has to be someone that undoes the damage Barack Obama has done to this country.',?,None,RUBIO,R,4,191,1,2,0,0,0,0,0,0,0,0,0,0,0,0
No,'It can not be someone that agrees with his agenda.',?,None,RUBIO,R,4,191,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Because the damage he has done to America is extraordinary.',?,None,RUBIO,R,4,192,0,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'Let me tell you, if we don\'t get this election right, there may be no turning back for America.',?,None,RUBIO,R,4,192,1,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'We\'re on the verge of being the first generation of Americans that leave our children worse off than ourselves.',?,None,RUBIO,R,4,192,2,0,0,0,1,0,0,1,0,0,0,0,0,0
No,'So I just truly, with all my heart belief, I like everybody on the stage.',?,None,RUBIO,R,4,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'No one is a socialist.',?,None,RUBIO,R,4,193,1,0,0,0,0,0,1,0,0,0,0,0,0,0
No,'No one here is under FBI investigation.',?,None,RUBIO,R,4,193,2,0,0,1,0,0,1,0,0,0,0,0,0,0
No,'So we have a good group of people.',?,None,RUBIO,R,4,193,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Our next president...',?,None,RUBIO,R,4,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Unfortunately, Governor Christie has endorsed many of the ideas that Barack Obama supports, whether it is Common Core or gun control or the appointment of Sonia Sotomayor or the donation he made to Planned Parenthood.',?,None,RUBIO,R,4,197,0,5,0,0,0,0,0,0,0,0,0,0,0,0
No,'Our next president, and our Republican nominee can not be someone who supports those positions.',?,None,RUBIO,R,4,197,1,0,0,0,1,0,0,0,0,0,0,0,0,0
No,'I stood on the stage and watched Marco in rather indignantly, look at Governor Bush and say, someone told you that because we\'re running for the same office, that criticizing me will get you to that office.',?,None,CHRISTIE,R,4,200,0,2,0,0,0,0,0,0,0,0,0,0,0,0
No,'It appears that the same someone who has been whispering in old Marco\'s ear too.',?,None,CHRISTIE,R,4,201,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Yes,'So the indignation that you carry on, some of the stuff, you have to also own then.',N,factcheck.org;pbs.org;washingtonpost.com,CHRISTIE,R,4,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,'So let\'s set the facts straight.',N,factcheck.org;pbs.org;washingtonpost.com,CHRISTIE,R,4,203,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,'First of all, I didn\'t support Sonia Sotomayor.',Y,factcheck.org;pbs.org;washingtonpost.com,CHRISTIE,R,4,203,2,2,0,0,0,0,0,1,0,0,0,0,0,1
Yes,'Secondly, I never wrote a check to Planned Parenthood.',Y,factcheck.org;pbs.org;washingtonpost.com,CHRISTIE,R,4,203,3,0,0,0,0,0,0,0,0,0,0,0,0,1
Yes,'Third, if you look at my record as governor of New Jersey, I have vetoed a 50-caliber rifle ban.',Y,washingtonpost.com,CHRISTIE,R,4,204,0,0,2,0,0,0,0,1,0,0,0,0,0,1
Yes,'I have vetoed a reduction this clip size.',Y,washingtonpost.com,CHRISTIE,R,4,204,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Yes,'I vetoed a statewide I.D. system for gun owners and I pardoned, six out-of-state folks who came through our state and were arrested for owning a gun legally in another state so they never have to face charges.',Y,washingtonpost.com,CHRISTIE,R,4,204,2,0,0,0,0,0,1,0,0,0,0,0,0,1
Yes,'And on Common Core, Common Core has been eliminated in New Jersey.',Y,factcheck.org;pbs.org,CHRISTIE,R,4,205,0,0,2,2,0,0,0,0,0,0,0,0,0,1
Yes,'So listen, this is the difference between being a governor and a senator.',N,factcheck.org;pbs.org,CHRISTIE,R,4,205,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,'See when you\'re a senator, what you get to do is just talk and talk and talk.',N,factcheck.org;pbs.org,CHRISTIE,R,4,205,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,'And you talk so much that nobody can ever keep up with what you\'re saying is accurate or not.',N,factcheck.org;pbs.org,CHRISTIE,R,4,205,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'When you\'re a governor, you\'re held accountable for everything you do.',?,None,CHRISTIE,R,4,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And the people of New Jersey, I\'ve seen it.',?,None,CHRISTIE,R,4,206,1,0,2,0,0,0,0,0,0,0,0,0,0,0
No,'And the last piece is this.',?,None,CHRISTIE,R,4,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I like Marco too, and two years ago, he called me a conservative reformer that New Jersey needed.',?,None,CHRISTIE,R,4,208,1,1,2,0,0,0,0,0,0,3,0,0,0,0
No,'That was before he was running against me.',?,None,CHRISTIE,R,4,208,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Now that he is, he\'s changed his tune.',?,None,CHRISTIE,R,4,208,3,0,0,0,0,0,0,0,0,1,0,0,0,0
No,'I\'m never going to change my tune.',?,None,CHRISTIE,R,4,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I like Marco Rubio.',?,None,CHRISTIE,R,4,209,1,2,0,0,0,0,0,0,0,0,0,0,0,0
No,'He\'s a good guy, a smart guy, and he would be a heck of a lot better president than Hillary Rodham Clinton would ever be.',?,None,CHRISTIE,R,4,209,2,3,0,0,0,0,0,0,0,0,0,0,0,0
No,'Neil, my name was mentioned here.',?,None,BUSH,R,4,211,0,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'Neil, my name was mentioned as well.',?,None,BUSH,R,4,211,1,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'Here\'s the deal, Chris is totally right.',?,None,BUSH,R,4,212,0,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'He\'s been a good governor, and he\'s a heck of a lot better than his predecessor that would have bankrupted New Jersey.',?,None,BUSH,R,4,212,1,0,2,0,0,0,0,0,0,0,0,0,0,0
No,'Everybody on this stage is better than Hillary Clinton.',?,None,BUSH,R,4,213,0,2,0,0,0,0,0,0,0,0,0,0,0,0
No,'And I think the focus ought to be on making sure that we leave this nomination process, as wild and woolly as it\'s going to be -- this is not being bad.',?,None,BUSH,R,4,213,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'These attack ads are going to be part of life.',?,None,BUSH,R,4,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Everybody just needs to get used to it.',?,None,BUSH,R,4,214,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Everybody\'s record\'s going to be scrutinized, and at the end of the day we need to unite behind the winner so we can defeat Hillary Clinton, because she is a disaster.',?,None,BUSH,R,4,214,2,2,0,0,0,0,0,0,0,5,0,0,0,0
No,'Our country rise up again, but we need to have a compelling conservative agenda that we present to the American people in a way that doesn\'t disparage people, that unites us around our common purpose.',?,None,BUSH,R,4,216,0,0,0,0,1,0,0,0,0,1,0,0,0,0
No,'And so everybody needs to discount some of the things you\'re going to hear in these ads, and discount the -- the back-and-forth here, because every person here is better than Hillary Clinton.',?,None,BUSH,R,4,217,0,2,0,0,0,0,0,0,0,0,0,0,0,0
No,'Neil, I was mentioned too.',?,None,CARSON,R,4,218,0,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'Yeah, he said everybody.',?,None,CARSON,R,4,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0
